rule_level,rule_id_encoded,rule_firedtimes,has_mitre,mitre_tactic_count,rule_freq_5min,distinct_srcip_5min,hour_of_day,is_weekend,has_sqli_pattern,sqli_keyword_count,has_cve_pattern,cve_count,is_low_signal,group_attack,group_sshd,group_web,group_firewall,group_authentication_failed,group_authentication_failures,group_syscheck,group_malware,group_recon,group_sql_injection,group_sqli,group_mssql,group_mysql,group_postgresql,group_database,group_vulnerability-detector,group_dos,group_ddos,_meta_rule_id,_meta_rule_description,_meta_agent_name,_meta_srcip,_meta_dstip,label,category
3,651,260,0,0,50,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,261,0,0,51,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,262,0,0,52,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
5,5710,129,1,2,27,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,2.57.122.196,,1,bruteforce
3,651,263,0,0,53,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,2.57.122.196,,0,other
3,651,264,0,0,54,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,2.57.122.196,,0,other
5,5710,130,1,2,26,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,265,0,0,51,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,266,0,0,52,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,131,1,2,25,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,267,0,0,49,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,268,0,0,50,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,132,1,2,26,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,14.103.118.153,,1,bruteforce
5,5710,133,1,2,27,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,14.103.118.153,,1,bruteforce
3,651,269,0,0,51,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
3,651,270,0,0,52,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
3,651,271,0,0,53,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
3,651,272,0,0,54,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
5,5710,135,1,2,26,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
5,5710,134,1,2,27,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
3,651,273,0,0,51,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,274,0,0,52,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,275,0,0,53,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,276,0,0,54,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
5,5710,136,1,2,26,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,277,0,0,51,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,278,0,0,52,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,137,1,2,27,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,279,0,0,53,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,280,0,0,54,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,138,1,2,28,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,14.103.118.153,,1,bruteforce
3,651,281,0,0,55,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
3,651,282,0,0,56,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
5,5710,139,1,2,27,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,14.103.118.153,,1,bruteforce
3,651,283,0,0,53,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
3,651,284,0,0,54,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
5,5710,141,1,2,27,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
5,5710,140,1,2,26,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
3,651,285,0,0,51,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,286,0,0,52,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,287,0,0,53,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,288,0,0,54,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
5,5710,142,1,2,28,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
5,5710,143,1,2,29,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,289,0,0,55,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,290,0,0,56,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,291,0,0,57,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,292,0,0,58,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,145,1,2,22,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
5,5710,144,1,2,23,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
3,651,293,0,0,43,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,294,0,0,44,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,295,0,0,45,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,296,0,0,46,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
5,5710,146,1,2,24,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,14.103.118.153,,1,bruteforce
5,5710,147,1,2,25,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,14.103.118.153,,1,bruteforce
3,651,297,0,0,47,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
3,651,298,0,0,48,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
3,651,299,0,0,49,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
3,651,300,0,0,50,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
5,5710,148,1,2,22,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
5,5710,149,1,2,23,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
3,651,301,0,0,43,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,302,0,0,44,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,303,0,0,45,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,304,0,0,46,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
5,5710,150,1,2,22,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
5,5710,151,1,2,23,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
3,651,305,0,0,43,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,306,0,0,44,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,307,0,0,45,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,308,0,0,46,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
5,5710,152,1,2,24,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,14.103.118.153,,1,bruteforce
5,5710,153,1,2,23,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,14.103.118.153,,1,bruteforce
3,651,309,0,0,45,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
3,651,310,0,0,46,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
3,651,311,0,0,47,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
3,651,312,0,0,48,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,14.103.118.153,,0,other
5,5710,154,1,2,19,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,313,0,0,37,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,314,0,0,38,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,155,1,2,20,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,45.55.159.241,,1,bruteforce
3,651,315,0,0,39,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
3,651,316,0,0,40,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,45.55.159.241,,0,other
5,5710,156,1,2,21,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
5,5710,157,1,2,22,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
3,651,317,0,0,41,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,318,0,0,42,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,319,0,0,43,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,320,0,0,44,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
5,5710,158,1,2,22,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
5,5710,159,1,2,23,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
3,651,321,0,0,43,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,322,0,0,44,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,323,0,0,45,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,324,0,0,46,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
5,5710,161,1,2,17,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
5,5710,160,1,2,18,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
3,651,325,0,0,33,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,326,0,0,34,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,327,0,0,35,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,328,0,0,36,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
5,5710,163,1,2,19,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
5,5710,162,1,2,20,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
3,651,329,0,0,37,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,330,0,0,38,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,331,0,0,39,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,332,0,0,40,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
5,5710,164,1,2,19,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,2.57.122.196,,1,bruteforce
3,651,333,0,0,37,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,2.57.122.196,,0,other
3,651,334,0,0,38,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,2.57.122.196,,0,other
5,5710,165,1,2,19,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
5,5710,166,1,2,18,5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
3,651,335,0,0,35,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,336,0,0,36,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,337,0,0,37,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,338,0,0,38,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
5,5710,167,1,2,14,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
5,5710,168,1,2,15,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
3,651,339,0,0,27,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,340,0,0,28,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,341,0,0,29,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
3,651,342,0,0,30,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,103.189.88.237,,0,other
5,5710,170,1,2,16,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
5,5710,169,1,2,17,4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,116.193.190.42,,1,bruteforce
3,651,343,0,0,31,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,344,0,0,32,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,345,0,0,33,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
3,651,346,0,0,34,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,Host Blocked by firewall-drop Active Response,xxx,116.193.190.42,,0,other
5,5710,171,1,2,12,3,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5710,sshd: Attempt to login using a non-existent user,xxx,103.189.88.237,,1,bruteforce
